"vorname","anzahl","geschlecht","Kiez","year"
"Milo",12,"m","Friedrichshain-Kreuzberg",2018
"Moritz",12,"m","Friedrichshain-Kreuzberg",2018
"Anton",11,"m","Friedrichshain-Kreuzberg",2018
"Levi",11,"m","Friedrichshain-Kreuzberg",2018
"Ada",11,"w","Friedrichshain-Kreuzberg",2018
"Alice",11,"w","Friedrichshain-Kreuzberg",2018
"Emily",11,"w","Friedrichshain-Kreuzberg",2018
"Lara",11,"w","Friedrichshain-Kreuzberg",2018
"Matilda",11,"w","Friedrichshain-Kreuzberg",2018
"Mina",11,"w","Friedrichshain-Kreuzberg",2018
"Adam",11,"m","Friedrichshain-Kreuzberg",2018
"Nora",11,"w","Friedrichshain-Kreuzberg",2018
"Johann",11,"m","Friedrichshain-Kreuzberg",2018
"Olivia",11,"w","Friedrichshain-Kreuzberg",2018
"Julius",11,"m","Friedrichshain-Kreuzberg",2018
"Sophie",11,"w","Friedrichshain-Kreuzberg",2018
"Juri",11,"m","Friedrichshain-Kreuzberg",2018
"Valentin",11,"m","Friedrichshain-Kreuzberg",2018
"Marie",37,"w","Lichtenberg",2018
"Sophie",34,"w","Lichtenberg",2018
"Emma",29,"w","Lichtenberg",2018
"Emil",26,"m","Lichtenberg",2018
"Leon",25,"m","Lichtenberg",2018
"Charlotte",25,"w","Lichtenberg",2018
"Mia",22,"w","Lichtenberg",2018
"Emilia",21,"w","Lichtenberg",2018
"Alexander",20,"m","Lichtenberg",2018
"Mila",19,"w","Lichtenberg",2018
"Anton",18,"m","Lichtenberg",2018
"Jonas",18,"m","Lichtenberg",2018
"Oskar",18,"m","Lichtenberg",2018
"Milan",17,"m","Lichtenberg",2018
"Amelie",17,"w","Lichtenberg",2018
"Paul",17,"m","Lichtenberg",2018
"Anna",17,"w","Lichtenberg",2018
"Ella",17,"w","Lichtenberg",2018
"Charlotte",16,"w","Lichtenberg",2018
"Maria",16,"w","Lichtenberg",2018
"Ben",16,"m","Lichtenberg",2018
"Elias",16,"m","Lichtenberg",2018
"Felix",16,"m","Lichtenberg",2018
"Liam",16,"m","Lichtenberg",2018
"Greta",15,"w","Lichtenberg",2018
"Lina",15,"w","Lichtenberg",2018
"Alexander",15,"m","Lichtenberg",2018
"Maximilian",15,"m","Lichtenberg",2018
"Frieda",14,"w","Lichtenberg",2018
"Sophia",14,"w","Lichtenberg",2018
"Finn",14,"m","Lichtenberg",2018
"Mika",14,"m","Lichtenberg",2018
"Theodor",14,"m","Lichtenberg",2018
"Maximilian",13,"m","Lichtenberg",2018
"Emilia",13,"w","Lichtenberg",2018
"Hannah",13,"w","Lichtenberg",2018
"Johanna",13,"w","Lichtenberg",2018
"Juna",13,"w","Lichtenberg",2018
"Lilly",13,"w","Lichtenberg",2018
"Karl",13,"m","Lichtenberg",2018
"Mathilda",13,"w","Lichtenberg",2018
"Luca",13,"m","Lichtenberg",2018
"Noah",13,"m","Lichtenberg",2018
"Elias",12,"m","Lichtenberg",2018
"Ida",12,"w","Lichtenberg",2018
"Lara",12,"w","Lichtenberg",2018
"Luisa",12,"w","Lichtenberg",2018
"Leonard",11,"m","Lichtenberg",2018
"Louis",11,"m","Lichtenberg",2018
"Emily",11,"w","Lichtenberg",2018
"Lukas",11,"m","Lichtenberg",2018
"Hanna",11,"w","Lichtenberg",2018
"Niklas",11,"m","Lichtenberg",2018
"Lea",11,"w","Lichtenberg",2018
"Theo",11,"m","Lichtenberg",2018
"Maria",11,"w","Lichtenberg",2018
"Vincent",11,"m","Lichtenberg",2018
"Nele",11,"w","Lichtenberg",2018
"Stella",11,"w","Lichtenberg",2018
"Sophie",18,"w","Marzahn-Hellersdorf",2018
"Marie",15,"w","Marzahn-Hellersdorf",2018
"Mia",14,"w","Marzahn-Hellersdorf",2018
"Alexander",11,"m","Marzahn-Hellersdorf",2018
"Emil",11,"m","Marzahn-Hellersdorf",2018
"Henry",11,"m","Marzahn-Hellersdorf",2018
"Emilia",11,"w","Marzahn-Hellersdorf",2018
"Sophie",44,"w","Mitte",2018
"Marie",42,"w","Mitte",2018
"Adam",38,"m","Mitte",2018
"Noah",35,"m","Mitte",2018
"Anna",34,"w","Mitte",2018
"David",31,"m","Mitte",2018
"Emilia",30,"w","Mitte",2018
"Mila",30,"w","Mitte",2018
"Maria",29,"w","Mitte",2018
"Maria",28,"w","Mitte",2018
"Emil",26,"m","Mitte",2018
"Alexander",25,"m","Mitte",2018
"Jonas",25,"m","Mitte",2018
"Emma",25,"w","Mitte",2018
"Leon",24,"m","Mitte",2018
"Charlotte",23,"w","Mitte",2018
"Mia",23,"w","Mitte",2018
"Anton",23,"m","Mitte",2018
"Paul",23,"m","Mitte",2018
"Luise",22,"w","Mitte",2018
"Alexander",22,"m","Mitte",2018
"Maximilian",21,"m","Mitte",2018
"Lea",21,"w","Mitte",2018
"Karl",21,"m","Mitte",2018
"Oskar",21,"m","Mitte",2018
"Charlotte",20,"w","Mitte",2018
"Lina",20,"w","Mitte",2018
"Elias",20,"m","Mitte",2018
"Maximilian",20,"m","Mitte",2018
"Lukas",19,"m","Mitte",2018
"Johanna",18,"w","Mitte",2018
"Julian",18,"m","Mitte",2018
"Liam",18,"m","Mitte",2018
"Louis",18,"m","Mitte",2018
"Elif",17,"w","Mitte",2018
"Lena",17,"w","Mitte",2018
"Marie",17,"w","Mitte",2018
"Ali",17,"m","Mitte",2018
"Amir",17,"m","Mitte",2018
"Johann",17,"m","Mitte",2018
"Omar",17,"m","Mitte",2018
"Alma",16,"w","Mitte",2018
"Emily",16,"w","Mitte",2018
"Greta",16,"w","Mitte",2018
"Sophia",16,"w","Mitte",2018
"Benjamin",16,"m","Mitte",2018
"Jonathan",16,"m","Mitte",2018
"Max",16,"m","Mitte",2018
"Theodor",16,"m","Mitte",2018
"Ali",15,"m","Mitte",2018
"David",15,"m","Mitte",2018
"Johann",15,"m","Mitte",2018
"Marlene",15,"w","Mitte",2018
"Ella",15,"w","Mitte",2018
"Hannah",15,"w","Mitte",2018
"Mira",15,"w","Mitte",2018
"Sophie",15,"w","Mitte",2018
"Henry",15,"m","Mitte",2018
"Leo",15,"m","Mitte",2018
"Theo",15,"m","Mitte",2018
"Paul",14,"m","Mitte",2018
"Elisabeth",14,"w","Mitte",2018
"Clara",14,"w","Mitte",2018
"Ela",14,"w","Mitte",2018
"Frida",14,"w","Mitte",2018
"Luna",14,"w","Mitte",2018
"Rosa",14,"w","Mitte",2018
"Ben",14,"m","Mitte",2018
"Felix",14,"m","Mitte",2018
"Leonard",14,"m","Mitte",2018
"Milan",14,"m","Mitte",2018
"Elias",13,"m","Mitte",2018
"Friedrich",13,"m","Mitte",2018
"Karl",13,"m","Mitte",2018
"Hanna",13,"w","Mitte",2018
"Sarah",13,"w","Mitte",2018
"Daniel",13,"m","Mitte",2018
"Luca",13,"m","Mitte",2018
"Moritz",13,"m","Mitte",2018
"Benjamin",12,"m","Mitte",2018
"Leni",12,"w","Mitte",2018
"Adrian",12,"m","Mitte",2018
"Henri",12,"m","Mitte",2018
"Jakob",12,"m","Mitte",2018
"Levi",12,"m","Mitte",2018
"Mohammed",12,"m","Mitte",2018
"Muhammed",12,"m","Mitte",2018
"Valentin",12,"m","Mitte",2018
"Su",11,"w","Mitte",2018
"Amelie",11,"w","Mitte",2018
"Fatima",11,"w","Mitte",2018
"Ida",11,"w","Mitte",2018
"Isabella",11,"w","Mitte",2018
"Laura",11,"w","Mitte",2018
"Maja",11,"w","Mitte",2018
"Mina",11,"w","Mitte",2018
"Olivia",11,"w","Mitte",2018
"Paula",11,"w","Mitte",2018
"Sara",11,"w","Mitte",2018
"Finn",11,"m","Mitte",2018
"Hamza",11,"m","Mitte",2018
"Joshua",11,"m","Mitte",2018
"Mohamad",11,"m","Mitte",2018
"Mohamed",11,"m","Mitte",2018
"Ali",29,"m","Neukölln",2018
"Marie",27,"w","Neukölln",2018
"Emma",27,"w","Neukölln",2018
"Sophie",25,"w","Neukölln",2018
"Emilia",18,"w","Neukölln",2018
"Adam",17,"m","Neukölln",2018
"Noah",17,"m","Neukölln",2018
"Mia",16,"w","Neukölln",2018
"Elias",16,"m","Neukölln",2018
"Maximilian",16,"m","Neukölln",2018
"Emil",15,"m","Neukölln",2018
"Lina",14,"w","Neukölln",2018
"Leon",14,"m","Neukölln",2018
"Alexander",13,"m","Neukölln",2018
"Maria",13,"w","Neukölln",2018
"Anna",13,"w","Neukölln",2018
"Hannah",13,"w","Neukölln",2018
"Johanna",13,"w","Neukölln",2018
"Ahmad",13,"m","Neukölln",2018
"Ben",13,"m","Neukölln",2018
"Oskar",13,"m","Neukölln",2018
"Mila",12,"w","Neukölln",2018
"Mira",12,"w","Neukölln",2018
"Amir",12,"m","Neukölln",2018
"Paul",12,"m","Neukölln",2018
"Sophie",11,"w","Neukölln",2018
"Mohammad",11,"m","Neukölln",2018
"Marie",60,"w","Pankow",2018
"Sophie",46,"w","Pankow",2018
"Paul",43,"m","Pankow",2018
"Emilia",43,"w","Pankow",2018
"Ella",41,"w","Pankow",2018
"Alexander",40,"m","Pankow",2018
"Emma",40,"w","Pankow",2018
"Charlotte",36,"w","Pankow",2018
"Leon",35,"m","Pankow",2018
"Oskar",35,"m","Pankow",2018
"Maria",33,"w","Pankow",2018
"Anton",32,"m","Pankow",2018
"Felix",29,"m","Pankow",2018
"Emil",28,"m","Pankow",2018
"Karl",28,"m","Pankow",2018
"Louis",28,"m","Pankow",2018
"Finn",27,"m","Pankow",2018
"Theo",27,"m","Pankow",2018
"Lena",26,"w","Pankow",2018
"Leonie",26,"w","Pankow",2018
"Mia",26,"w","Pankow",2018
"Lea",25,"w","Pankow",2018
"Mila",25,"w","Pankow",2018
"Noah",25,"m","Pankow",2018
"Theodor",25,"m","Pankow",2018
"Leni",24,"w","Pankow",2018
"Lina",24,"w","Pankow",2018
"Ben",24,"m","Pankow",2018
"Moritz",24,"m","Pankow",2018
"Lara",23,"w","Pankow",2018
"Marie",23,"w","Pankow",2018
"Jonas",23,"m","Pankow",2018
"Charlotte",22,"w","Pankow",2018
"Anna",22,"w","Pankow",2018
"Alexander",22,"m","Pankow",2018
"Elias",22,"m","Pankow",2018
"Emilia",21,"w","Pankow",2018
"Hannah",21,"w","Pankow",2018
"Mathilda",21,"w","Pankow",2018
"Paula",21,"w","Pankow",2018
"Sophia",21,"w","Pankow",2018
"Luca",20,"m","Pankow",2018
"Emily",20,"w","Pankow",2018
"Paul",19,"m","Pankow",2018
"Jakob",19,"m","Pankow",2018
"Maximilian",19,"m","Pankow",2018
"Elisabeth",19,"w","Pankow",2018
"Frieda",19,"w","Pankow",2018
"Luise",19,"w","Pankow",2018
"Maximilian",18,"m","Pankow",2018
"Erik",18,"m","Pankow",2018
"Liam",18,"m","Pankow",2018
"Lukas",18,"m","Pankow",2018
"Clara",18,"w","Pankow",2018
"Greta",18,"w","Pankow",2018
"Nele",18,"w","Pankow",2018
"Elias",17,"m","Pankow",2018
"Henry",17,"m","Pankow",2018
"Leo",17,"m","Pankow",2018
"Pepe",17,"m","Pankow",2018
"Laura",17,"w","Pankow",2018
"Marlene",17,"w","Pankow",2018
"Pauline",17,"w","Pankow",2018
"Jonathan",16,"m","Pankow",2018
"Leonard",16,"m","Pankow",2018
"Raphael",16,"m","Pankow",2018
"Alma",16,"w","Pankow",2018
"Tim",16,"m","Pankow",2018
"Vincent",16,"m","Pankow",2018
"Isabella",15,"w","Pankow",2018
"Klara",15,"w","Pankow",2018
"Fritz",15,"m","Pankow",2018
"Milan",15,"m","Pankow",2018
"Elisabeth",14,"w","Pankow",2018
"Helene",14,"w","Pankow",2018
"Sophia",14,"w","Pankow",2018
"Helena",14,"w","Pankow",2018
"Ida",14,"w","Pankow",2018
"Adam",14,"m","Pankow",2018
"Maja",14,"w","Pankow",2018
"Fiete",14,"m","Pankow",2018
"Matteo",14,"m","Pankow",2018
"Max",14,"m","Pankow",2018
"Niklas",14,"m","Pankow",2018
"Tom",14,"m","Pankow",2018
"Luisa",13,"w","Pankow",2018
"Frida",13,"w","Pankow",2018
"Arthur",13,"m","Pankow",2018
"Benjamin",13,"m","Pankow",2018
"Johann",13,"m","Pankow",2018
"Levi",13,"m","Pankow",2018
"Luis",13,"m","Pankow",2018
"Karl",12,"m","Pankow",2018
"Michael",12,"m","Pankow",2018
"Carlotta",12,"w","Pankow",2018
"Elena",12,"w","Pankow",2018
"Lia",12,"w","Pankow",2018
"Mara",12,"w","Pankow",2018
"Maria",12,"w","Pankow",2018
"Martha",12,"w","Pankow",2018
"Melina",12,"w","Pankow",2018
"Olivia",12,"w","Pankow",2018
"Sophie",12,"w","Pankow",2018
"Ole",12,"m","Pankow",2018
"Friedrich",11,"m","Pankow",2018
"Luise",11,"w","Pankow",2018
"Marlene",11,"w","Pankow",2018
"Amelie",11,"w","Pankow",2018
"Bruno",11,"m","Pankow",2018
"Hanna",11,"w","Pankow",2018
"Edgar",11,"m","Pankow",2018
"Johanna",11,"w","Pankow",2018
"Henri",11,"m","Pankow",2018
"Juna",11,"w","Pankow",2018
"Joshua",11,"m","Pankow",2018
"Lilly",11,"w","Pankow",2018
"Julian",11,"m","Pankow",2018
"Lisa",11,"w","Pankow",2018
"Mats",11,"m","Pankow",2018
"Nora",11,"w","Pankow",2018
"Mika",11,"m","Pankow",2018
"Philipp",11,"m","Pankow",2018
"Richard",11,"m","Pankow",2018
"Marie",36,"w","Spandau",2018
"Sophie",31,"w","Spandau",2018
"Emilia",30,"w","Spandau",2018
"Charlotte",24,"w","Spandau",2018
"Charlotte",23,"w","Spandau",2018
"Alexander",21,"m","Spandau",2018
"Maria",21,"w","Spandau",2018
"Anton",21,"m","Spandau",2018
"Elias",21,"m","Spandau",2018
"Anna",21,"w","Spandau",2018
"Luise",20,"w","Spandau",2018
"Oskar",20,"m","Spandau",2018
"Paul",20,"m","Spandau",2018
"Lena",18,"w","Spandau",2018
"Emil",18,"m","Spandau",2018
"Lina",18,"w","Spandau",2018
"Jonathan",18,"m","Spandau",2018
"Mila",18,"w","Spandau",2018
"Maximilian",17,"m","Spandau",2018
"Emma",17,"w","Spandau",2018
"Noah",17,"m","Spandau",2018
"Mia",17,"w","Spandau",2018
"Johanna",16,"w","Spandau",2018
"Ben",16,"m","Spandau",2018
"Louis",16,"m","Spandau",2018
"Sophia",15,"w","Spandau",2018
"Jonas",15,"m","Spandau",2018
"Anton",14,"m","Spandau",2018
"Leonard",14,"m","Spandau",2018
"Milan",14,"m","Spandau",2018
"Paul",13,"m","Spandau",2018
"Mira",13,"w","Spandau",2018
"Adam",13,"m","Spandau",2018
"Leon",13,"m","Spandau",2018
"Luca",13,"m","Spandau",2018
"Theo",13,"m","Spandau",2018
"Maximilian",12,"m","Spandau",2018
"Amelie",12,"w","Spandau",2018
"Clara",12,"w","Spandau",2018
"Ida",12,"w","Spandau",2018
"Laura",12,"w","Spandau",2018
"Mathilda",12,"w","Spandau",2018
"Nora",12,"w","Spandau",2018
"Paula",12,"w","Spandau",2018
"Liam",12,"m","Spandau",2018
"Lukas",12,"m","Spandau",2018
"Niklas",12,"m","Spandau",2018
"Vincent",12,"m","Spandau",2018
"Elias",11,"m","Spandau",2018
"Jonathan",11,"m","Spandau",2018
"Anna",11,"w","Spandau",2018
"Elisabeth",11,"w","Spandau",2018
"Ella",11,"w","Spandau",2018
"Lara",11,"w","Spandau",2018
"Marie",11,"w","Spandau",2018
"Maya",11,"w","Spandau",2018
"Alexander",11,"m","Spandau",2018
"Felix",11,"m","Spandau",2018
"Henri",11,"m","Spandau",2018
"Jakob",11,"m","Spandau",2018
"Levi",11,"m","Spandau",2018
"Marie",16,"w","Steglitz-Zehlendorf",2018
"Alexander",14,"m","Steglitz-Zehlendorf",2018
"Paul",12,"m","Steglitz-Zehlendorf",2018
"Charlotte",12,"w","Steglitz-Zehlendorf",2018
"Charlotte",11,"w","Steglitz-Zehlendorf",2018
"Marie",65,"w","Tempelhof-Schöneberg",2018
"Sophie",61,"w","Tempelhof-Schöneberg",2018
"Maria",60,"w","Tempelhof-Schöneberg",2018
"Noah",39,"m","Tempelhof-Schöneberg",2018
"Emilia",38,"w","Tempelhof-Schöneberg",2018
"Paul",36,"m","Tempelhof-Schöneberg",2018
"Charlotte",34,"w","Tempelhof-Schöneberg",2018
"Jakob",31,"m","Tempelhof-Schöneberg",2018
"Lina",31,"w","Tempelhof-Schöneberg",2018
"Emil",30,"m","Tempelhof-Schöneberg",2018
"Leon",30,"m","Tempelhof-Schöneberg",2018
"Anna",29,"w","Tempelhof-Schöneberg",2018
"Mira",28,"w","Tempelhof-Schöneberg",2018
"Alexander",27,"m","Tempelhof-Schöneberg",2018
"Elias",27,"m","Tempelhof-Schöneberg",2018
"Mia",27,"w","Tempelhof-Schöneberg",2018
"Mila",27,"w","Tempelhof-Schöneberg",2018
"Anton",26,"m","Tempelhof-Schöneberg",2018
"Felix",25,"m","Tempelhof-Schöneberg",2018
"Emma",25,"w","Tempelhof-Schöneberg",2018
"Greta",25,"w","Tempelhof-Schöneberg",2018
"Maximilian",24,"m","Tempelhof-Schöneberg",2018
"Jonathan",23,"m","Tempelhof-Schöneberg",2018
"Ella",23,"w","Tempelhof-Schöneberg",2018
"Johanna",23,"w","Tempelhof-Schöneberg",2018
"Marie",23,"w","Tempelhof-Schöneberg",2018
"Maximilian",22,"m","Tempelhof-Schöneberg",2018
"Oskar",22,"m","Tempelhof-Schöneberg",2018
"Theodor",22,"m","Tempelhof-Schöneberg",2018
"Sophia",22,"w","Tempelhof-Schöneberg",2018
"Adam",21,"m","Tempelhof-Schöneberg",2018
"Ali",21,"m","Tempelhof-Schöneberg",2018
"Finn",21,"m","Tempelhof-Schöneberg",2018
"Max",21,"m","Tempelhof-Schöneberg",2018
"Paul",20,"m","Tempelhof-Schöneberg",2018
"Charlotte",20,"w","Tempelhof-Schöneberg",2018
"Emilia",20,"w","Tempelhof-Schöneberg",2018
"Clara",20,"w","Tempelhof-Schöneberg",2018
"Elisa",20,"w","Tempelhof-Schöneberg",2018
"Hannah",20,"w","Tempelhof-Schöneberg",2018
"Luis",20,"m","Tempelhof-Schöneberg",2018
"Milan",20,"m","Tempelhof-Schöneberg",2018
"Theo",20,"m","Tempelhof-Schöneberg",2018
"Lea",19,"w","Tempelhof-Schöneberg",2018
"Alexander",19,"m","Tempelhof-Schöneberg",2018
"David",19,"m","Tempelhof-Schöneberg",2018
"Jonas",19,"m","Tempelhof-Schöneberg",2018
"Julian",19,"m","Tempelhof-Schöneberg",2018
"David",18,"m","Tempelhof-Schöneberg",2018
"Valentin",18,"m","Tempelhof-Schöneberg",2018
"Anna",18,"w","Tempelhof-Schöneberg",2018
"Luise",18,"w","Tempelhof-Schöneberg",2018
"Ava",18,"w","Tempelhof-Schöneberg",2018
"Hanna",18,"w","Tempelhof-Schöneberg",2018
"Lara",18,"w","Tempelhof-Schöneberg",2018
"Matteo",18,"m","Tempelhof-Schöneberg",2018
"Emily",17,"w","Tempelhof-Schöneberg",2018
"Frida",17,"w","Tempelhof-Schöneberg",2018
"Mina",17,"w","Tempelhof-Schöneberg",2018
"Paula",17,"w","Tempelhof-Schöneberg",2018
"Aaron",17,"m","Tempelhof-Schöneberg",2018
"Sarah",17,"w","Tempelhof-Schöneberg",2018
"Henry",17,"m","Tempelhof-Schöneberg",2018
"Liam",17,"m","Tempelhof-Schöneberg",2018
"Luca",17,"m","Tempelhof-Schöneberg",2018
"Ali",16,"m","Tempelhof-Schöneberg",2018
"Elena",16,"w","Tempelhof-Schöneberg",2018
"Leonie",16,"w","Tempelhof-Schöneberg",2018
"Maria",16,"w","Tempelhof-Schöneberg",2018
"Ben",16,"m","Tempelhof-Schöneberg",2018
"Maya",16,"w","Tempelhof-Schöneberg",2018
"Gabriel",16,"m","Tempelhof-Schöneberg",2018
"Olivia",16,"w","Tempelhof-Schöneberg",2018
"Karl",16,"m","Tempelhof-Schöneberg",2018
"Sophie",16,"w","Tempelhof-Schöneberg",2018
"Louis",16,"m","Tempelhof-Schöneberg",2018
"Moritz",16,"m","Tempelhof-Schöneberg",2018
"Karl",15,"m","Tempelhof-Schöneberg",2018
"Sophia",15,"w","Tempelhof-Schöneberg",2018
"Ida",15,"w","Tempelhof-Schöneberg",2018
"Nora",15,"w","Tempelhof-Schöneberg",2018
"Lukas",15,"m","Tempelhof-Schöneberg",2018
"Elisabeth",14,"w","Tempelhof-Schöneberg",2018
"Amelie",14,"w","Tempelhof-Schöneberg",2018
"Julius",14,"m","Tempelhof-Schöneberg",2018
"Frieda",14,"w","Tempelhof-Schöneberg",2018
"Leonard",14,"m","Tempelhof-Schöneberg",2018
"Klara",14,"w","Tempelhof-Schöneberg",2018
"Levi",14,"m","Tempelhof-Schöneberg",2018
"Marlene",14,"w","Tempelhof-Schöneberg",2018
"Malik",14,"m","Tempelhof-Schöneberg",2018
"Matilda",14,"w","Tempelhof-Schöneberg",2018
"Valentin",14,"m","Tempelhof-Schöneberg",2018
"Anton",13,"m","Tempelhof-Schöneberg",2018
"Benjamin",13,"m","Tempelhof-Schöneberg",2018
"Can",13,"m","Tempelhof-Schöneberg",2018
"Elias",13,"m","Tempelhof-Schöneberg",2018
"Emil",13,"m","Tempelhof-Schöneberg",2018
"Noah",13,"m","Tempelhof-Schöneberg",2018
"Antonia",13,"w","Tempelhof-Schöneberg",2018
"Joshua",13,"m","Tempelhof-Schöneberg",2018
"Isabella",13,"w","Tempelhof-Schöneberg",2018
"Milo",13,"m","Tempelhof-Schöneberg",2018
"Lena",13,"w","Tempelhof-Schöneberg",2018
"Vincent",13,"m","Tempelhof-Schöneberg",2018
"Lia",13,"w","Tempelhof-Schöneberg",2018
"Rosa",13,"w","Tempelhof-Schöneberg",2018
"Johanna",12,"w","Tempelhof-Schöneberg",2018
"Jonathan",12,"m","Tempelhof-Schöneberg",2018
"Daniel",12,"m","Tempelhof-Schöneberg",2018
"Hamza",12,"m","Tempelhof-Schöneberg",2018
"Alina",12,"w","Tempelhof-Schöneberg",2018
"Leo",12,"m","Tempelhof-Schöneberg",2018
"Laura",12,"w","Tempelhof-Schöneberg",2018
"Leni",12,"w","Tempelhof-Schöneberg",2018
"Lotta",12,"w","Tempelhof-Schöneberg",2018
"Luisa",12,"w","Tempelhof-Schöneberg",2018
"Maja",12,"w","Tempelhof-Schöneberg",2018
"Mathilda",12,"w","Tempelhof-Schöneberg",2018
"Helene",11,"w","Tempelhof-Schöneberg",2018
"Josephine",11,"w","Tempelhof-Schöneberg",2018
"Nur",11,"w","Tempelhof-Schöneberg",2018
"Johann",11,"m","Tempelhof-Schöneberg",2018
"Levi",11,"m","Tempelhof-Schöneberg",2018
"Amir",11,"m","Tempelhof-Schöneberg",2018
"Benjamin",11,"m","Tempelhof-Schöneberg",2018
"Fabian",11,"m","Tempelhof-Schöneberg",2018
"Fritz",11,"m","Tempelhof-Schöneberg",2018
"Niklas",11,"m","Tempelhof-Schöneberg",2018
"Samuel",11,"m","Tempelhof-Schöneberg",2018
"Nele",11,"w","Tempelhof-Schöneberg",2018
"Simon",11,"m","Tempelhof-Schöneberg",2018
"Pauline",11,"w","Tempelhof-Schöneberg",2018
"Romy",11,"w","Tempelhof-Schöneberg",2018
"Sophie",19,"w","Treptow-Köpenick",2018
"Marie",14,"w","Treptow-Köpenick",2018
"Alma",12,"w","Treptow-Köpenick",2018
"Charlotte",12,"w","Treptow-Köpenick",2018
"Emma",12,"w","Treptow-Köpenick",2018
"Alexander",11,"m","Treptow-Köpenick",2018
"Anton",11,"m","Treptow-Köpenick",2018
"Finn",11,"m","Treptow-Köpenick",2018
"Sophie",66,"w","Charlottenburg-Wilmersdorf",2019
"Marie",58,"w","Charlottenburg-Wilmersdorf",2019
"Maria",46,"w","Charlottenburg-Wilmersdorf",2019
"Noah",40,"m","Charlottenburg-Wilmersdorf",2019
"Maximilian",39,"m","Charlottenburg-Wilmersdorf",2019
"Emil",35,"m","Charlottenburg-Wilmersdorf",2019
"Emilia",34,"w","Charlottenburg-Wilmersdorf",2019
"Ella",31,"w","Charlottenburg-Wilmersdorf",2019
"Jakob",31,"m","Charlottenburg-Wilmersdorf",2019
"Mila",31,"w","Charlottenburg-Wilmersdorf",2019
"Leon",31,"m","Charlottenburg-Wilmersdorf",2019
"Alexander",30,"m","Charlottenburg-Wilmersdorf",2019
"Charlotte",29,"w","Charlottenburg-Wilmersdorf",2019
"Maximilian",28,"m","Charlottenburg-Wilmersdorf",2019
"Charlotte",27,"w","Charlottenburg-Wilmersdorf",2019
"Emma",26,"w","Charlottenburg-Wilmersdorf",2019
"Paul",26,"m","Charlottenburg-Wilmersdorf",2019
"Mia",26,"w","Charlottenburg-Wilmersdorf",2019
"Sophie",26,"w","Charlottenburg-Wilmersdorf",2019
"Paul",25,"m","Charlottenburg-Wilmersdorf",2019
"Theodor",24,"m","Charlottenburg-Wilmersdorf",2019
"Alexander",23,"m","Charlottenburg-Wilmersdorf",2019
"Ida",23,"w","Charlottenburg-Wilmersdorf",2019
"Jonathan",23,"m","Charlottenburg-Wilmersdorf",2019
"Sophia",23,"w","Charlottenburg-Wilmersdorf",2019
"Leonard",23,"m","Charlottenburg-Wilmersdorf",2019
"Theo",23,"m","Charlottenburg-Wilmersdorf",2019
"Jonas",22,"m","Charlottenburg-Wilmersdorf",2019
"Friedrich",21,"m","Charlottenburg-Wilmersdorf",2019
"Anna",21,"w","Charlottenburg-Wilmersdorf",2019
"Lea",21,"w","Charlottenburg-Wilmersdorf",2019
"Clara",20,"w","Charlottenburg-Wilmersdorf",2019
"Anton",20,"m","Charlottenburg-Wilmersdorf",2019
"Helena",20,"w","Charlottenburg-Wilmersdorf",2019
"David",20,"m","Charlottenburg-Wilmersdorf",2019
"Lara",20,"w","Charlottenburg-Wilmersdorf",2019
"Elias",20,"m","Charlottenburg-Wilmersdorf",2019
"Leo",20,"m","Charlottenburg-Wilmersdorf",2019
"Luca",20,"m","Charlottenburg-Wilmersdorf",2019
"Elias",19,"m","Charlottenburg-Wilmersdorf",2019
"Emilia",19,"w","Charlottenburg-Wilmersdorf",2019
"Lena",19,"w","Charlottenburg-Wilmersdorf",2019
"Ilyas",19,"m","Charlottenburg-Wilmersdorf",2019
"Alma",18,"w","Charlottenburg-Wilmersdorf",2019
"Hanna",18,"w","Charlottenburg-Wilmersdorf",2019
"Hannah",18,"w","Charlottenburg-Wilmersdorf",2019
"Elisabeth",17,"w","Charlottenburg-Wilmersdorf",2019
"Felix",17,"m","Charlottenburg-Wilmersdorf",2019
"Amelie",17,"w","Charlottenburg-Wilmersdorf",2019
"Louis",17,"m","Charlottenburg-Wilmersdorf",2019
"Laura",17,"w","Charlottenburg-Wilmersdorf",2019
"Lukas",17,"m","Charlottenburg-Wilmersdorf",2019
"Mathilda",17,"w","Charlottenburg-Wilmersdorf",2019
"Oskar",17,"m","Charlottenburg-Wilmersdorf",2019
"Mira",17,"w","Charlottenburg-Wilmersdorf",2019
"Paula",17,"w","Charlottenburg-Wilmersdorf",2019
"Marie",16,"w","Charlottenburg-Wilmersdorf",2019
"Sophia",16,"w","Charlottenburg-Wilmersdorf",2019
"Henry",16,"m","Charlottenburg-Wilmersdorf",2019
"Leopold",16,"m","Charlottenburg-Wilmersdorf",2019
"Johanna",16,"w","Charlottenburg-Wilmersdorf",2019
"Levi",16,"m","Charlottenburg-Wilmersdorf",2019
"Lina",16,"w","Charlottenburg-Wilmersdorf",2019
"Max",16,"m","Charlottenburg-Wilmersdorf",2019
"Nora",16,"w","Charlottenburg-Wilmersdorf",2019
"Samuel",16,"m","Charlottenburg-Wilmersdorf",2019
"Johanna",15,"w","Charlottenburg-Wilmersdorf",2019
"Marie",15,"w","Charlottenburg-Wilmersdorf",2019
"Karl",15,"m","Charlottenburg-Wilmersdorf",2019
