"vorname","anzahl","geschlecht","Kiez","year"
"Johann",13,"m","Pankow",2012
"Leo",13,"m","Pankow",2012
"Leonard",13,"m","Pankow",2012
"Leopold",13,"m","Pankow",2012
"Till",13,"m","Pankow",2012
"Willi",13,"m","Pankow",2012
"Elisa",12,"w","Pankow",2012
"Maja",12,"w","Pankow",2012
"Merle",12,"w","Pankow",2012
"Paula",12,"w","Pankow",2012
"Aaron",12,"m","Pankow",2012
"Carl",12,"m","Pankow",2012
"Gabriel",12,"m","Pankow",2012
"Henri",12,"m","Pankow",2012
"Oliver",12,"m","Pankow",2012
"Wilhelm",12,"m","Pankow",2012
"Alma",11,"w","Pankow",2012
"Elena",11,"w","Pankow",2012
"Julia",11,"w","Pankow",2012
"Klara",11,"w","Pankow",2012
"Lucia",11,"w","Pankow",2012
"Maya",11,"w","Pankow",2012
"Mira",11,"w","Pankow",2012
"Nora",11,"w","Pankow",2012
"Sarah",11,"w","Pankow",2012
"Valentina",11,"w","Pankow",2012
"Adrian",11,"m","Pankow",2012
"Daniel",11,"m","Pankow",2012
"Henry",11,"m","Pankow",2012
"Lasse",11,"m","Pankow",2012
"Lennart",11,"m","Pankow",2012
"Lucas",11,"m","Pankow",2012
"Martin",11,"m","Pankow",2012
"Nils",11,"m","Pankow",2012
"Pepe",11,"m","Pankow",2012
"Peter",11,"m","Pankow",2012
"Sebastian",11,"m","Pankow",2012
"Marie",23,"w","Reinickendorf",2012
"Sophie",21,"w","Reinickendorf",2012
"Alexander",17,"m","Reinickendorf",2012
"Elias",17,"m","Reinickendorf",2012
"Maximilian",12,"m","Reinickendorf",2012
"Charlotte",12,"w","Reinickendorf",2012
"Laura",12,"w","Reinickendorf",2012
"Benjamin",11,"m","Reinickendorf",2012
"Leonie",11,"w","Reinickendorf",2012
"Sophie",76,"w","Spandau",2012
"Marie",68,"w","Spandau",2012
"Alexander",41,"m","Spandau",2012
"Maximilian",38,"m","Spandau",2012
"Luca",34,"m","Spandau",2012
"Maria",34,"w","Spandau",2012
"Elias",33,"m","Spandau",2012
"Charlotte",33,"w","Spandau",2012
"Paul",33,"m","Spandau",2012
"Sophia",32,"w","Spandau",2012
"Leon",32,"m","Spandau",2012
"Emilia",28,"w","Spandau",2012
"Mia",28,"w","Spandau",2012
"Luise",27,"w","Spandau",2012
"Anton",25,"m","Spandau",2012
"Noah",25,"m","Spandau",2012
"Anna",25,"w","Spandau",2012
"Emma",24,"w","Spandau",2012
"Johanna",24,"w","Spandau",2012
"Felix",23,"m","Spandau",2012
"Finn",22,"m","Spandau",2012
"Elisabeth",22,"w","Spandau",2012
"Max",21,"m","Spandau",2012
"Lara",21,"w","Spandau",2012
"Ben",20,"m","Spandau",2012
"Louis",20,"m","Spandau",2012
"Jakob",19,"m","Spandau",2012
"Luisa",18,"w","Spandau",2012
"Jonathan",18,"m","Spandau",2012
"Emily",17,"w","Spandau",2012
"Benjamin",17,"m","Spandau",2012
"Helene",17,"w","Spandau",2012
"Joel",17,"m","Spandau",2012
"Leonie",17,"w","Spandau",2012
"Marlene",17,"w","Spandau",2012
"Emil",16,"m","Spandau",2012
"Friedrich",16,"m","Spandau",2012
"Lena",16,"w","Spandau",2012
"Julian",16,"m","Spandau",2012
"Lucas",16,"m","Spandau",2012
"Luis",16,"m","Spandau",2012
"Michael",16,"m","Spandau",2012
"Amelie",15,"w","Spandau",2012
"David",15,"m","Spandau",2012
"Ella",14,"w","Spandau",2012
"Melina",14,"w","Spandau",2012
"Niklas",14,"m","Spandau",2012
"Lilli",13,"w","Spandau",2012
"Daniel",13,"m","Spandau",2012
"Jan",13,"m","Spandau",2012
"Jonas",13,"m","Spandau",2012
"Lukas",13,"m","Spandau",2012
"Hannah",12,"w","Spandau",2012
"Adrian",12,"m","Spandau",2012
"Dean",12,"m","Spandau",2012
"Leo",12,"m","Spandau",2012
"Leonard",12,"m","Spandau",2012
"Levi",12,"m","Spandau",2012
"Moritz",12,"m","Spandau",2012
"Sebastian",12,"m","Spandau",2012
"Simon",12,"m","Spandau",2012
"Tim",12,"m","Spandau",2012
"Valentin",12,"m","Spandau",2012
"Josephine",11,"w","Spandau",2012
"Katharina",11,"w","Spandau",2012
"Laura",11,"w","Spandau",2012
"Lea",11,"w","Spandau",2012
"Lotta",11,"w","Spandau",2012
"Mathilda",11,"w","Spandau",2012
"Andreas",11,"m","Spandau",2012
"Johann",11,"m","Spandau",2012
"Linus",11,"m","Spandau",2012
"Nils",11,"m","Spandau",2012
"Pascal",11,"m","Spandau",2012
"Samuel",11,"m","Spandau",2012
"Sophie",30,"w","Steglitz-Zehlendorf",2012
"Marie",24,"w","Steglitz-Zehlendorf",2012
"Alexander",22,"m","Steglitz-Zehlendorf",2012
"Maximilian",21,"m","Steglitz-Zehlendorf",2012
"Maria",21,"w","Steglitz-Zehlendorf",2012
"Luise",12,"w","Steglitz-Zehlendorf",2012
"Paul",11,"m","Steglitz-Zehlendorf",2012
"Emma",11,"w","Steglitz-Zehlendorf",2012
"Mia",11,"w","Steglitz-Zehlendorf",2012
"Sophia",11,"w","Steglitz-Zehlendorf",2012
"Marie",116,"w","Tempelhof-Schöneberg",2012
"Sophie",96,"w","Tempelhof-Schöneberg",2012
"Alexander",62,"m","Tempelhof-Schöneberg",2012
"Paul",61,"m","Tempelhof-Schöneberg",2012
"Charlotte",59,"w","Tempelhof-Schöneberg",2012
"Maximilian",58,"m","Tempelhof-Schöneberg",2012
"Maria",56,"w","Tempelhof-Schöneberg",2012
"Elias",55,"m","Tempelhof-Schöneberg",2012
"Jakob",50,"m","Tempelhof-Schöneberg",2012
"Mia",46,"w","Tempelhof-Schöneberg",2012
"Emil",43,"m","Tempelhof-Schöneberg",2012
"Emilia",41,"w","Tempelhof-Schöneberg",2012
"Luca",39,"m","Tempelhof-Schöneberg",2012
"Anton",38,"m","Tempelhof-Schöneberg",2012
"Emma",37,"w","Tempelhof-Schöneberg",2012
"David",37,"m","Tempelhof-Schöneberg",2012
"Johanna",33,"w","Tempelhof-Schöneberg",2012
"Luise",33,"w","Tempelhof-Schöneberg",2012
"Felix",32,"m","Tempelhof-Schöneberg",2012
"Lukas",32,"m","Tempelhof-Schöneberg",2012
"Jonathan",30,"m","Tempelhof-Schöneberg",2012
"Luisa",29,"w","Tempelhof-Schöneberg",2012
"Ben",28,"m","Tempelhof-Schöneberg",2012
"Jonas",28,"m","Tempelhof-Schöneberg",2012
"Leonard",28,"m","Tempelhof-Schöneberg",2012
"Moritz",28,"m","Tempelhof-Schöneberg",2012
"Sophia",27,"w","Tempelhof-Schöneberg",2012
"Johann",27,"m","Tempelhof-Schöneberg",2012
"Noah",27,"m","Tempelhof-Schöneberg",2012
"Anna",26,"w","Tempelhof-Schöneberg",2012
"Elisabeth",26,"w","Tempelhof-Schöneberg",2012
"Helene",26,"w","Tempelhof-Schöneberg",2012
"Clara",25,"w","Tempelhof-Schöneberg",2012
"Hannah",25,"w","Tempelhof-Schöneberg",2012
"Lina",25,"w","Tempelhof-Schöneberg",2012
"Leon",25,"m","Tempelhof-Schöneberg",2012
"Laura",24,"w","Tempelhof-Schöneberg",2012
"Lea",24,"w","Tempelhof-Schöneberg",2012
"Benjamin",24,"m","Tempelhof-Schöneberg",2012
"Theodor",24,"m","Tempelhof-Schöneberg",2012
"Lena",23,"w","Tempelhof-Schöneberg",2012
"Ali",23,"m","Tempelhof-Schöneberg",2012
"Julian",23,"m","Tempelhof-Schöneberg",2012
"Leo",23,"m","Tempelhof-Schöneberg",2012
"Max",23,"m","Tempelhof-Schöneberg",2012
"Tim",23,"m","Tempelhof-Schöneberg",2012
"Amelie",22,"w","Tempelhof-Schöneberg",2012
"Antonia",22,"w","Tempelhof-Schöneberg",2012
"Ella",22,"w","Tempelhof-Schöneberg",2012
"Marlene",22,"w","Tempelhof-Schöneberg",2012
"Finn",22,"m","Tempelhof-Schöneberg",2012
"Gabriel",22,"m","Tempelhof-Schöneberg",2012
"Julius",22,"m","Tempelhof-Schöneberg",2012
"Vincent",22,"m","Tempelhof-Schöneberg",2012
"Emily",21,"w","Tempelhof-Schöneberg",2012
"Helena",21,"w","Tempelhof-Schöneberg",2012
"Linus",21,"m","Tempelhof-Schöneberg",2012
"Samuel",21,"m","Tempelhof-Schöneberg",2012
"Elisa",20,"w","Tempelhof-Schöneberg",2012
"Klara",20,"w","Tempelhof-Schöneberg",2012
"Leonie",20,"w","Tempelhof-Schöneberg",2012
"Maya",20,"w","Tempelhof-Schöneberg",2012
"Emir",20,"m","Tempelhof-Schöneberg",2012
"Michael",20,"m","Tempelhof-Schöneberg",2012
"Lara",19,"w","Tempelhof-Schöneberg",2012
"Matilda",19,"w","Tempelhof-Schöneberg",2012
"Mila",19,"w","Tempelhof-Schöneberg",2012
"Jan",19,"m","Tempelhof-Schöneberg",2012
"Niklas",19,"m","Tempelhof-Schöneberg",2012
"Oskar",19,"m","Tempelhof-Schöneberg",2012
"Katharina",18,"w","Tempelhof-Schöneberg",2012
"Sarah",18,"w","Tempelhof-Schöneberg",2012
"Friedrich",18,"m","Tempelhof-Schöneberg",2012
"Elif",17,"w","Tempelhof-Schöneberg",2012
"Josephine",17,"w","Tempelhof-Schöneberg",2012
"Frederik",17,"m","Tempelhof-Schöneberg",2012
"Karl",17,"m","Tempelhof-Schöneberg",2012
"Liam",17,"m","Tempelhof-Schöneberg",2012
"Ida",16,"w","Tempelhof-Schöneberg",2012
"Mathilda",16,"w","Tempelhof-Schöneberg",2012
"Erik",16,"m","Tempelhof-Schöneberg",2012
"Justus",16,"m","Tempelhof-Schöneberg",2012
"Louis",16,"m","Tempelhof-Schöneberg",2012
"Simon",16,"m","Tempelhof-Schöneberg",2012
"Julia",15,"w","Tempelhof-Schöneberg",2012
"Daniel",15,"m","Tempelhof-Schöneberg",2012
"Levi",15,"m","Tempelhof-Schöneberg",2012
"Milan",15,"m","Tempelhof-Schöneberg",2012
"Philipp",15,"m","Tempelhof-Schöneberg",2012
"Robert",15,"m","Tempelhof-Schöneberg",2012
"Valentin",15,"m","Tempelhof-Schöneberg",2012
"Greta",14,"w","Tempelhof-Schöneberg",2012
"Hanna",14,"w","Tempelhof-Schöneberg",2012
"Lucia",14,"w","Tempelhof-Schöneberg",2012
"Magdalena",14,"w","Tempelhof-Schöneberg",2012
"Maja",14,"w","Tempelhof-Schöneberg",2012
"Melina",14,"w","Tempelhof-Schöneberg",2012
"Paula",14,"w","Tempelhof-Schöneberg",2012
"Rosa",14,"w","Tempelhof-Schöneberg",2012
"Florian",14,"m","Tempelhof-Schöneberg",2012
"Mats",14,"m","Tempelhof-Schöneberg",2012
"Mika",14,"m","Tempelhof-Schöneberg",2012
"Theo",14,"m","Tempelhof-Schöneberg",2012
"Fabienne",13,"w","Tempelhof-Schöneberg",2012
"Finja",13,"w","Tempelhof-Schöneberg",2012
"Isabella",13,"w","Tempelhof-Schöneberg",2012
"Lia",13,"w","Tempelhof-Schöneberg",2012
"Lisa",13,"w","Tempelhof-Schöneberg",2012
"Louisa",13,"w","Tempelhof-Schöneberg",2012
"Louise",13,"w","Tempelhof-Schöneberg",2012
"Adam",13,"m","Tempelhof-Schöneberg",2012
"Mina",13,"w","Tempelhof-Schöneberg",2012
"Henri",13,"m","Tempelhof-Schöneberg",2012
"Nele",13,"w","Tempelhof-Schöneberg",2012
"Luis",13,"m","Tempelhof-Schöneberg",2012
"Valentina",13,"w","Tempelhof-Schöneberg",2012
"Richard",13,"m","Tempelhof-Schöneberg",2012
"Tobias",13,"m","Tempelhof-Schöneberg",2012
"Alma",12,"w","Tempelhof-Schöneberg",2012
"Lilly",12,"w","Tempelhof-Schöneberg",2012
"Andreas",12,"m","Tempelhof-Schöneberg",2012
"Pia",12,"w","Tempelhof-Schöneberg",2012
"Arthur",12,"m","Tempelhof-Schöneberg",2012
"Victoria",12,"w","Tempelhof-Schöneberg",2012
"Leander",12,"m","Tempelhof-Schöneberg",2012
"Mateo",12,"m","Tempelhof-Schöneberg",2012
"Elena",11,"w","Tempelhof-Schöneberg",2012
"Frieda",11,"w","Tempelhof-Schöneberg",2012
"Can",11,"m","Tempelhof-Schöneberg",2012
"Henriette",11,"w","Tempelhof-Schöneberg",2012
"Henry",11,"m","Tempelhof-Schöneberg",2012
"Nur",11,"w","Tempelhof-Schöneberg",2012
"Jasper",11,"m","Tempelhof-Schöneberg",2012
"Pauline",11,"w","Tempelhof-Schöneberg",2012
"Johannes",11,"m","Tempelhof-Schöneberg",2012
"Sofia",11,"w","Tempelhof-Schöneberg",2012
"Kaan",11,"m","Tempelhof-Schöneberg",2012
"Konstantin",11,"m","Tempelhof-Schöneberg",2012
"Matteo",11,"m","Tempelhof-Schöneberg",2012
"Maxim",11,"m","Tempelhof-Schöneberg",2012
"Sebastian",11,"m","Tempelhof-Schöneberg",2012
"Marie",34,"w","Treptow-Köpenick",2012
"Sophie",29,"w","Treptow-Köpenick",2012
"Paul",21,"m","Treptow-Köpenick",2012
"Alexander",14,"m","Treptow-Köpenick",2012
"Emil",14,"m","Treptow-Köpenick",2012
"Johanna",14,"w","Treptow-Köpenick",2012
"Luise",14,"w","Treptow-Köpenick",2012
"Louis",13,"m","Treptow-Köpenick",2012
"Maximilian",13,"m","Treptow-Köpenick",2012
"Mia",13,"w","Treptow-Köpenick",2012
"Ben",12,"m","Treptow-Köpenick",2012
"Emilia",12,"w","Treptow-Köpenick",2012
"Julian",12,"m","Treptow-Köpenick",2012
"Emma",12,"w","Treptow-Köpenick",2012
"Felix",11,"m","Treptow-Köpenick",2012
"Elisabeth",11,"w","Treptow-Köpenick",2012
"Niklas",11,"m","Treptow-Köpenick",2012
"Lea",11,"w","Treptow-Köpenick",2012
"Maria",11,"w","Treptow-Köpenick",2012
"Marie",121,"w","Charlottenburg-Wilmersdorf",2013
"Sophie",96,"w","Charlottenburg-Wilmersdorf",2013
"Charlotte",77,"w","Charlottenburg-Wilmersdorf",2013
"Emilia",66,"w","Charlottenburg-Wilmersdorf",2013
"Paul",64,"m","Charlottenburg-Wilmersdorf",2013
"Maria",60,"w","Charlottenburg-Wilmersdorf",2013
"Alexander",59,"m","Charlottenburg-Wilmersdorf",2013
"Luise",59,"w","Charlottenburg-Wilmersdorf",2013
"Maximilian",58,"m","Charlottenburg-Wilmersdorf",2013
"Anton",57,"m","Charlottenburg-Wilmersdorf",2013
"Johanna",51,"w","Charlottenburg-Wilmersdorf",2013
"Sophia",50,"w","Charlottenburg-Wilmersdorf",2013
"Elias",47,"m","Charlottenburg-Wilmersdorf",2013
"Emil",46,"m","Charlottenburg-Wilmersdorf",2013
"Jonathan",43,"m","Charlottenburg-Wilmersdorf",2013
"Anna",43,"w","Charlottenburg-Wilmersdorf",2013
"Felix",41,"m","Charlottenburg-Wilmersdorf",2013
"Jakob",41,"m","Charlottenburg-Wilmersdorf",2013
"Elisabeth",38,"w","Charlottenburg-Wilmersdorf",2013
"Noah",37,"m","Charlottenburg-Wilmersdorf",2013
"Clara",35,"w","Charlottenburg-Wilmersdorf",2013
"Emma",34,"w","Charlottenburg-Wilmersdorf",2013
"Julius",33,"m","Charlottenburg-Wilmersdorf",2013
"Julian",32,"m","Charlottenburg-Wilmersdorf",2013
"Ella",32,"w","Charlottenburg-Wilmersdorf",2013
"Helena",32,"w","Charlottenburg-Wilmersdorf",2013
"Benjamin",31,"m","Charlottenburg-Wilmersdorf",2013
"David",31,"m","Charlottenburg-Wilmersdorf",2013
"Mia",31,"w","Charlottenburg-Wilmersdorf",2013
"Leo",30,"m","Charlottenburg-Wilmersdorf",2013
"Karl",28,"m","Charlottenburg-Wilmersdorf",2013
"Ben",27,"m","Charlottenburg-Wilmersdorf",2013
"Leon",27,"m","Charlottenburg-Wilmersdorf",2013
"Louis",27,"m","Charlottenburg-Wilmersdorf",2013
"Johann",26,"m","Charlottenburg-Wilmersdorf",2013
"Johannes",26,"m","Charlottenburg-Wilmersdorf",2013
"Theodor",26,"m","Charlottenburg-Wilmersdorf",2013
"Friedrich",25,"m","Charlottenburg-Wilmersdorf",2013
"Jonas",25,"m","Charlottenburg-Wilmersdorf",2013
"Tim",25,"m","Charlottenburg-Wilmersdorf",2013
"Helene",24,"w","Charlottenburg-Wilmersdorf",2013
"Mila",24,"w","Charlottenburg-Wilmersdorf",2013
"Luis",24,"m","Charlottenburg-Wilmersdorf",2013
"Elisa",23,"w","Charlottenburg-Wilmersdorf",2013
"Greta",23,"w","Charlottenburg-Wilmersdorf",2013
"Marlene",23,"w","Charlottenburg-Wilmersdorf",2013
"Henry",23,"m","Charlottenburg-Wilmersdorf",2013
"Leonard",23,"m","Charlottenburg-Wilmersdorf",2013
"Lukas",23,"m","Charlottenburg-Wilmersdorf",2013
"Moritz",23,"m","Charlottenburg-Wilmersdorf",2013
"Amelie",22,"w","Charlottenburg-Wilmersdorf",2013
"Levi",22,"m","Charlottenburg-Wilmersdorf",2013
"Theo",22,"m","Charlottenburg-Wilmersdorf",2013
"Antonia",21,"w","Charlottenburg-Wilmersdorf",2013
"Hannah",21,"w","Charlottenburg-Wilmersdorf",2013
"Lea",21,"w","Charlottenburg-Wilmersdorf",2013
"Linus",21,"m","Charlottenburg-Wilmersdorf",2013
"Luisa",20,"w","Charlottenburg-Wilmersdorf",2013
"Mathilda",20,"w","Charlottenburg-Wilmersdorf",2013
"Daniel",20,"m","Charlottenburg-Wilmersdorf",2013
"Oskar",20,"m","Charlottenburg-Wilmersdorf",2013
"Lara",19,"w","Charlottenburg-Wilmersdorf",2013
"Lina",19,"w","Charlottenburg-Wilmersdorf",2013
"Frederik",19,"m","Charlottenburg-Wilmersdorf",2013
"Ida",18,"w","Charlottenburg-Wilmersdorf",2013
"Josephine",18,"w","Charlottenburg-Wilmersdorf",2013
"Laura",18,"w","Charlottenburg-Wilmersdorf",2013
"Aaron",18,"m","Charlottenburg-Wilmersdorf",2013
"Niklas",18,"m","Charlottenburg-Wilmersdorf",2013
"Valentin",18,"m","Charlottenburg-Wilmersdorf",2013
"Frieda",17,"w","Charlottenburg-Wilmersdorf",2013
"Julia",17,"w","Charlottenburg-Wilmersdorf",2013
"Sarah",17,"w","Charlottenburg-Wilmersdorf",2013
"Viktoria",17,"w","Charlottenburg-Wilmersdorf",2013
"Bruno",17,"m","Charlottenburg-Wilmersdorf",2013
"Carl",17,"m","Charlottenburg-Wilmersdorf",2013
"Raphael",17,"m","Charlottenburg-Wilmersdorf",2013
"Katharina",16,"w","Charlottenburg-Wilmersdorf",2013
"Matilda",16,"w","Charlottenburg-Wilmersdorf",2013
"Maya",16,"w","Charlottenburg-Wilmersdorf",2013
"Pauline",16,"w","Charlottenburg-Wilmersdorf",2013
"Rosa",16,"w","Charlottenburg-Wilmersdorf",2013
"Adrian",16,"m","Charlottenburg-Wilmersdorf",2013
"Jan",16,"m","Charlottenburg-Wilmersdorf",2013
"Liam",16,"m","Charlottenburg-Wilmersdorf",2013
"Luca",16,"m","Charlottenburg-Wilmersdorf",2013
"Ole",16,"m","Charlottenburg-Wilmersdorf",2013
"Philipp",16,"m","Charlottenburg-Wilmersdorf",2013
"Vincent",16,"m","Charlottenburg-Wilmersdorf",2013
"Amalia",15,"w","Charlottenburg-Wilmersdorf",2013
"Josefine",15,"w","Charlottenburg-Wilmersdorf",2013
"Maja",15,"w","Charlottenburg-Wilmersdorf",2013
"Paula",15,"w","Charlottenburg-Wilmersdorf",2013
"Sofia",15,"w","Charlottenburg-Wilmersdorf",2013
"Arthur",15,"m","Charlottenburg-Wilmersdorf",2013
"Benedikt",15,"m","Charlottenburg-Wilmersdorf",2013
"Finn",15,"m","Charlottenburg-Wilmersdorf",2013
"Joshua",15,"m","Charlottenburg-Wilmersdorf",2013
"Max",15,"m","Charlottenburg-Wilmersdorf",2013
"Alma",14,"w","Charlottenburg-Wilmersdorf",2013
"Hanna",14,"w","Charlottenburg-Wilmersdorf",2013
"Isabella",14,"w","Charlottenburg-Wilmersdorf",2013
"Leni",14,"w","Charlottenburg-Wilmersdorf",2013
"Martha",14,"w","Charlottenburg-Wilmersdorf",2013
"Stella",14,"w","Charlottenburg-Wilmersdorf",2013
"Theresa",14,"w","Charlottenburg-Wilmersdorf",2013
"Valentina",14,"w","Charlottenburg-Wilmersdorf",2013
"Victoria",14,"w","Charlottenburg-Wilmersdorf",2013
"Ali",14,"m","Charlottenburg-Wilmersdorf",2013
"Emir",14,"m","Charlottenburg-Wilmersdorf",2013
"Georg",14,"m","Charlottenburg-Wilmersdorf",2013
"Henrik",14,"m","Charlottenburg-Wilmersdorf",2013
"Justus",14,"m","Charlottenburg-Wilmersdorf",2013
"Leander",14,"m","Charlottenburg-Wilmersdorf",2013
"Luka",14,"m","Charlottenburg-Wilmersdorf",2013
"Milan",14,"m","Charlottenburg-Wilmersdorf",2013
"Simon",14,"m","Charlottenburg-Wilmersdorf",2013
"Tom",14,"m","Charlottenburg-Wilmersdorf",2013
"Alexandra",13,"w","Charlottenburg-Wilmersdorf",2013
"Emily",13,"w","Charlottenburg-Wilmersdorf",2013
"Lilly",13,"w","Charlottenburg-Wilmersdorf",2013
"Ferdinand",13,"m","Charlottenburg-Wilmersdorf",2013
"Konstantin",13,"m","Charlottenburg-Wilmersdorf",2013
"Richard",13,"m","Charlottenburg-Wilmersdorf",2013
"Samuel",13,"m","Charlottenburg-Wilmersdorf",2013
"Thomas",13,"m","Charlottenburg-Wilmersdorf",2013
"Carla",12,"w","Charlottenburg-Wilmersdorf",2013
"Eva",12,"w","Charlottenburg-Wilmersdorf",2013
"Lena",12,"w","Charlottenburg-Wilmersdorf",2013
"Leonie",12,"w","Charlottenburg-Wilmersdorf",2013
"Mina",12,"w","Charlottenburg-Wilmersdorf",2013
"Zoe",12,"w","Charlottenburg-Wilmersdorf",2013
"Christian",12,"m","Charlottenburg-Wilmersdorf",2013
"Emilian",12,"m","Charlottenburg-Wilmersdorf",2013
"Fabian",12,"m","Charlottenburg-Wilmersdorf",2013
"Fritz",12,"m","Charlottenburg-Wilmersdorf",2013
"Hugo",12,"m","Charlottenburg-Wilmersdorf",2013
"Leopold",12,"m","Charlottenburg-Wilmersdorf",2013
"Michael",12,"m","Charlottenburg-Wilmersdorf",2013
"Peter",12,"m","Charlottenburg-Wilmersdorf",2013
"Carlotta",11,"w","Charlottenburg-Wilmersdorf",2013
"Klara",11,"w","Charlottenburg-Wilmersdorf",2013
"Romy",11,"w","Charlottenburg-Wilmersdorf",2013
"Adam",11,"m","Charlottenburg-Wilmersdorf",2013
"Caspar",11,"m","Charlottenburg-Wilmersdorf",2013
"Frederick",11,"m","Charlottenburg-Wilmersdorf",2013
"Gabriel",11,"m","Charlottenburg-Wilmersdorf",2013
"Joel",11,"m","Charlottenburg-Wilmersdorf",2013
"Martin",11,"m","Charlottenburg-Wilmersdorf",2013
"Mateo",11,"m","Charlottenburg-Wilmersdorf",2013
"Mattis",11,"m","Charlottenburg-Wilmersdorf",2013
"Otto",11,"m","Charlottenburg-Wilmersdorf",2013
"Marie",71,"w","Friedrichshain-Kreuzberg",2013
"Sophie",57,"w","Friedrichshain-Kreuzberg",2013
"Alexander",48,"m","Friedrichshain-Kreuzberg",2013
"Paul",39,"m","Friedrichshain-Kreuzberg",2013
"Charlotte",35,"w","Friedrichshain-Kreuzberg",2013
"Emil",33,"m","Friedrichshain-Kreuzberg",2013
"Maximilian",32,"m","Friedrichshain-Kreuzberg",2013
"Maria",30,"w","Friedrichshain-Kreuzberg",2013
"Emma",27,"w","Friedrichshain-Kreuzberg",2013
"Anton",26,"m","Friedrichshain-Kreuzberg",2013
"Elias",26,"m","Friedrichshain-Kreuzberg",2013
"Johanna",26,"w","Friedrichshain-Kreuzberg",2013
"Leon",26,"m","Friedrichshain-Kreuzberg",2013
"Anna",25,"w","Friedrichshain-Kreuzberg",2013
"Felix",25,"m","Friedrichshain-Kreuzberg",2013
"Lukas",24,"m","Friedrichshain-Kreuzberg",2013
"Emilia",22,"w","Friedrichshain-Kreuzberg",2013
"Luise",22,"w","Friedrichshain-Kreuzberg",2013
"Karl",21,"m","Friedrichshain-Kreuzberg",2013
"Elisabeth",21,"w","Friedrichshain-Kreuzberg",2013
"Max",21,"m","Friedrichshain-Kreuzberg",2013
"Helene",21,"w","Friedrichshain-Kreuzberg",2013
"Oskar",21,"m","Friedrichshain-Kreuzberg",2013
"Mia",21,"w","Friedrichshain-Kreuzberg",2013
"Sophia",21,"w","Friedrichshain-Kreuzberg",2013
"Ben",19,"m","Friedrichshain-Kreuzberg",2013
"David",19,"m","Friedrichshain-Kreuzberg",2013
"Emily",19,"w","Friedrichshain-Kreuzberg",2013
"Jakob",19,"m","Friedrichshain-Kreuzberg",2013
"Greta",19,"w","Friedrichshain-Kreuzberg",2013
"Luca",19,"m","Friedrichshain-Kreuzberg",2013
"Lina",19,"w","Friedrichshain-Kreuzberg",2013
"Luis",19,"m","Friedrichshain-Kreuzberg",2013
"Milan",19,"m","Friedrichshain-Kreuzberg",2013
"Theodor",19,"m","Friedrichshain-Kreuzberg",2013
"Hannah",18,"w","Friedrichshain-Kreuzberg",2013
"Laura",18,"w","Friedrichshain-Kreuzberg",2013
"Adam",18,"m","Friedrichshain-Kreuzberg",2013
"Noah",18,"m","Friedrichshain-Kreuzberg",2013
"Mila",17,"w","Friedrichshain-Kreuzberg",2013
"Erik",17,"m","Friedrichshain-Kreuzberg",2013
"Theo",17,"m","Friedrichshain-Kreuzberg",2013
"Marlene",16,"w","Friedrichshain-Kreuzberg",2013
"Mina",16,"w","Friedrichshain-Kreuzberg",2013
"Nele",16,"w","Friedrichshain-Kreuzberg",2013
"Adrian",16,"m","Friedrichshain-Kreuzberg",2013
"Ali",16,"m","Friedrichshain-Kreuzberg",2013
"Benjamin",16,"m","Friedrichshain-Kreuzberg",2013
"Finn",16,"m","Friedrichshain-Kreuzberg",2013
"Jan",16,"m","Friedrichshain-Kreuzberg",2013
"Kevin",16,"m","Friedrichshain-Kreuzberg",2013
"Louis",16,"m","Friedrichshain-Kreuzberg",2013
"Valentin",16,"m","Friedrichshain-Kreuzberg",2013
"Matilda",15,"w","Friedrichshain-Kreuzberg",2013
"Paula",15,"w","Friedrichshain-Kreuzberg",2013
"Joel",15,"m","Friedrichshain-Kreuzberg",2013
"Antonia",14,"w","Friedrichshain-Kreuzberg",2013
"Lara",14,"w","Friedrichshain-Kreuzberg",2013
"Melina",14,"w","Friedrichshain-Kreuzberg",2013
"Zeynep",14,"w","Friedrichshain-Kreuzberg",2013
"Johann",14,"m","Friedrichshain-Kreuzberg",2013
"Julian",14,"m","Friedrichshain-Kreuzberg",2013
"Liam",14,"m","Friedrichshain-Kreuzberg",2013
"Michael",14,"m","Friedrichshain-Kreuzberg",2013
"Alma",13,"w","Friedrichshain-Kreuzberg",2013
"Anh",13,"w","Friedrichshain-Kreuzberg",2013
"Leonie",13,"w","Friedrichshain-Kreuzberg",2013
"Daniel",13,"m","Friedrichshain-Kreuzberg",2013
"Fabian",13,"m","Friedrichshain-Kreuzberg",2013
"Hugo",13,"m","Friedrichshain-Kreuzberg",2013
"Jonas",13,"m","Friedrichshain-Kreuzberg",2013
"Leonard",13,"m","Friedrichshain-Kreuzberg",2013
"Philipp",13,"m","Friedrichshain-Kreuzberg",2013
"Frida",12,"w","Friedrichshain-Kreuzberg",2013
"Frieda",12,"w","Friedrichshain-Kreuzberg",2013
"Hanna",12,"w","Friedrichshain-Kreuzberg",2013
"Helena",12,"w","Friedrichshain-Kreuzberg",2013
"Pauline",12,"w","Friedrichshain-Kreuzberg",2013
"Rosa",12,"w","Friedrichshain-Kreuzberg",2013
"Friedrich",12,"m","Friedrichshain-Kreuzberg",2013
"Jonathan",12,"m","Friedrichshain-Kreuzberg",2013
"Konstantin",12,"m","Friedrichshain-Kreuzberg",2013
